-1.226639986038208008e+00,2.041144371032714844e+00,-1.946518778800964355e+00,7.542602419853210449e-01,1.135506749153137207e+00,-6.791394948959350586e-01,-2.500139951705932617e+00,1.725074291229248047e+00,1.983595371246337891e+00,3.594618737697601318e-01,1.785825937986373901e-01,-6.675942540168762207e-01,3.370899260044097900e-01,5.144326090812683105e-01,7.853808999061584473e-01,-1.113878011703491211e+00,1.365421533584594727e+00,-1.260975122451782227e+00,-2.135798215866088867e+00,-5.705668926239013672e-01,-6.123786568641662598e-01,2.512830197811126709e-01,-1.204723358154296875e+00,1.659439563751220703e+00,1.461880326271057129e+00,6.843491792678833008e-01
4.989644289016723633e-01,5.456827282905578613e-01,-7.198311686515808105e-01,7.432724237442016602e-01,-2.114851236343383789e+00,6.040526032447814941e-01,-4.579774439334869385e-01,1.224170446395874023e+00,-9.622938632965087891e-01,1.151437640190124512e+00,-2.782961130142211914e-01,8.278837800025939941e-01,9.277901053428649902e-02,-1.211230516433715820e+00,1.680682182312011719e+00,-1.446658253669738770e+00,-1.046360611915588379e+00,3.924973011016845703e-01,2.788850069046020508e-01,8.581452965736389160e-01,4.522774517536163330e-01,-1.263282895088195801e+00,-1.778315901756286621e-01,7.789847850799560547e-01,1.715583086013793945e+00,-2.376664429903030396e-01
1.552963852882385254e+00,6.806468218564987183e-02,-1.058825135231018066e+00,1.077539205551147461e+00,-6.197869181632995605e-01,-2.038024216890335083e-01,-1.050373077392578125e+00,-1.600252509117126465e+00,-9.919153451919555664e-01,5.061514675617218018e-02,3.400043845176696777e-01,7.011664509773254395e-01,5.051093697547912598e-01,1.440379619598388672e+00,-4.507796168327331543e-01,1.513192176818847656e+00,-1.487924575805664062e+00,3.676174283027648926e-01,3.960468173027038574e-01,-2.277771681547164917e-01,-1.229555308818817139e-01,-8.671604394912719727e-01,2.245932072401046753e-01,-2.645944952964782715e-01,-5.672066211700439453e-01,-8.814124017953872681e-02
-1.116807818412780762e+00,-8.025861978530883789e-01,6.201741099357604980e-01,-2.770188264548778534e-02,8.942085504531860352e-01,-6.001932546496391296e-02,-5.170829296112060547e-01,-3.551768884062767029e-02,1.095384955406188965e+00,6.037375330924987793e-01,6.123145818710327148e-01,-1.682651281356811523e+00,3.480228409171104431e-02,2.694178581237792969e+00,-1.013306379318237305e+00,2.312349677085876465e-01,2.540672719478607178e-01,-6.239188909530639648e-01,3.328529298305511475e-01,1.264790147542953491e-01,1.289499521255493164e+00,-4.305806010961532593e-02,-3.749737888574600220e-02,9.960764646530151367e-01,-6.091184020042419434e-01,1.371231436729431152e+00
-1.903153359889984131e-01,-4.564720392227172852e-01,1.901910305023193359e+00,8.376911878585815430e-01,-1.299513697624206543e+00,-3.874039649963378906e-01,-6.192397475242614746e-01,-1.741841316223144531e+00,-2.858992815017700195e-01,-1.645740866661071777e-01,-7.030918598175048828e-01,-1.256651878356933594e+00,1.634074151515960693e-01,-1.061650753021240234e+00,-3.458899259567260742e-01,1.035566687583923340e+00,6.610457599163055420e-02,3.116467595100402832e-01,8.552477359771728516e-01,1.326716542243957520e-01,6.426305174827575684e-01,-1.107640743255615234e+00,1.839259862899780273e+00,-7.850684523582458496e-01,-3.610075116157531738e-01,-1.050912365317344666e-01
-2.852114737033843994e-01,9.174211621284484863e-01,-1.249676704406738281e+00,8.667109608650207520e-01,1.341323256492614746e-01,5.603549629449844360e-02,1.010378479957580566e+00,-9.653059244155883789e-01,2.212304592132568359e+00,-5.284951925277709961e-01,-5.342178791761398315e-02,-9.434132277965545654e-02,-9.639557600021362305e-01,5.502373576164245605e-01,-7.948823571205139160e-01,-1.737904310226440430e+00,1.237703204154968262e+00,-4.229344725608825684e-01,1.057923436164855957e+00,-6.939460039138793945e-01,-2.190991640090942383e-01,1.667994558811187744e-01,-7.572322487831115723e-01,-8.048925399780273438e-01,1.855696439743041992e+00,3.346542119979858398e-01
8.212470263242721558e-02,-1.721459269523620605e+00,1.166990637779235840e+00,1.493686795234680176e+00,2.113766223192214966e-01,1.838130593299865723e+00,8.411590456962585449e-01,1.571877360343933105e+00,-6.761342883110046387e-01,-1.137466549873352051e+00,-1.985171556472778320e+00,1.619664192199707031e+00,4.885688424110412598e-01,-1.526398062705993652e+00,-8.404595255851745605e-01,-1.150391459465026855e+00,-1.113806366920471191e+00,-1.163754820823669434e+00,-2.098527401685714722e-01,6.892859190702438354e-02,2.582004785537719727e+00,1.295986890792846680e+00,-5.446051359176635742e-01,7.472283840179443359e-01,-3.370958268642425537e-01,-2.127974629402160645e-01
-4.392034709453582764e-01,-1.009578108787536621e+00,1.545715808868408203e+00,8.070441335439682007e-02,-1.736351609230041504e+00,5.709387660026550293e-01,-4.452720582485198975e-01,4.046210050582885742e-01,4.959361255168914795e-01,-3.625721931457519531e-01,9.119470119476318359e-01,2.074496746063232422e+00,1.442907333374023438e+00,5.403847098350524902e-01,3.866124153137207031e-01,-1.489206910133361816e+00,9.423757791519165039e-01,-6.500667333602905273e-01,-6.118229404091835022e-02,4.410088956356048584e-01,6.512811779975891113e-02,-2.010792940855026245e-01,1.245677232742309570e+00,-2.186242580413818359e+00,6.461528539657592773e-01,-3.688735663890838623e-01
-7.295500040054321289e-01,1.870789885520935059e+00,-2.691986858844757080e-01,-1.482026457786560059e+00,-1.593881845474243164e-01,-1.845527291297912598e+00,2.424306273460388184e-01,1.207961678504943848e+00,-3.947409689426422119e-01,-1.162819862365722656e-01,1.068856358528137207e+00,-1.716416627168655396e-01,1.083517909049987793e+00,1.302873849868774414e+00,-1.701158285140991211e-02,1.086184456944465637e-01,3.206275403499603271e-01,4.782899022102355957e-01,2.094335667788982391e-02,9.600099921226501465e-01,1.094967722892761230e+00,-1.209456026554107666e-01,3.818240463733673096e-01,3.832902014255523682e-01,-9.483063817024230957e-01,-1.260070204734802246e+00
-2.418033123016357422e+00,-2.776125192642211914e+00,1.402296185493469238e+00,-1.368950605392456055e+00,-6.674744933843612671e-02,-1.344043612480163574e+00,-5.970280766487121582e-01,8.189286291599273682e-02,-7.085907459259033203e-02,-8.970969915390014648e-01,2.028701454401016235e-02,1.451917409896850586e+00,1.113921284675598145e+00,4.109239280223846436e-01,-1.240500807762145996e+00,1.187742114067077637e+00,-1.130350470542907715e+00,-6.881197094917297363e-01,-4.920489490032196045e-01,-1.946408301591873169e-01,3.175257444381713867e-01,-1.417048811912536621e+00,1.617741882801055908e-01,9.774010181427001953e-01,5.200462937355041504e-01,2.408538162708282471e-01
